timestamp,user_id,department,location,resource_accessed,failed_logins,privilege_escalation,mfa_bypass,new_device,session_duration_min,is_anomalous
2024-01-03 14:59:00,user_033,Finance,Remote,admin_panel,1,0,0,0,12,0
2024-01-03 17:29:00,user_001,Finance,Remote,database,1,0,0,1,88,0
2024-01-03 17:52:00,user_009,Sales,Chicago,file_share,0,0,0,1,33,0
2024-01-03 19:10:00,user_006,IT,New York,file_share,0,0,0,0,86,0
2024-01-03 19:15:00,user_001,HR,Remote,email,1,0,0,0,79,0
2024-01-03 23:28:00,user_035,IT,London,database,5,1,1,1,11,1
2024-01-04 00:36:00,user_050,Sales,Unknown,admin_panel,8,0,0,0,12,1
2024-01-04 08:51:00,user_014,Sales,New York,vpn,1,0,0,0,103,0
2024-01-04 08:55:00,user_004,Executive,New York,hr_system,1,0,0,1,65,0
2024-01-04 13:02:00,user_043,Engineering,Remote,vpn,0,0,0,0,24,0
2024-01-04 13:23:00,user_002,HR,Chicago,payroll,0,0,0,1,106,0
2024-01-04 15:37:00,user_039,Engineering,Chicago,database,0,0,0,0,7,0
2024-01-04 18:11:00,user_008,Executive,Chicago,hr_system,1,0,0,1,106,0
2024-01-04 18:48:00,user_030,Engineering,New York,hr_system,0,0,0,0,53,0
2024-01-04 23:20:00,user_014,HR,Unknown,admin_panel,9,1,0,1,27,1
2024-01-05 09:20:00,user_046,HR,Chicago,file_share,0,0,0,0,29,0
2024-01-05 10:01:00,user_026,Finance,Remote,hr_system,0,0,0,0,42,0
2024-01-05 10:20:00,user_030,HR,Remote,database,1,0,0,0,11,0
2024-01-05 13:34:00,user_006,Sales,Chicago,payroll,0,0,0,0,55,0
2024-01-05 15:34:00,user_027,IT,Remote,file_share,1,0,0,0,78,0
2024-01-05 16:49:00,user_013,Executive,New York,email,1,0,0,0,31,0
2024-01-05 17:39:00,user_004,Sales,Chicago,payroll,0,0,0,1,112,0
2024-01-05 18:36:00,user_006,IT,New York,payroll,0,0,0,1,53,0
2024-01-05 19:04:00,user_037,Sales,Remote,vpn,1,0,0,0,6,0
2024-01-05 23:51:00,user_016,Finance,Unknown,payroll,4,0,0,1,24,1
2024-01-06 03:30:00,user_028,Finance,Unknown,payroll,10,0,0,1,19,1
2024-01-06 11:10:00,user_037,Executive,Remote,file_share,1,0,0,0,117,0
2024-01-06 11:38:00,user_030,HR,Chicago,vpn,1,0,0,0,20,0
2024-01-06 16:13:00,user_040,Engineering,Chicago,file_share,1,0,0,0,56,0
2024-01-06 18:25:00,user_007,Executive,Remote,payroll,1,0,0,0,77,0
2024-01-06 18:41:00,user_035,Engineering,Chicago,admin_panel,1,0,0,1,29,0
2024-01-07 01:32:00,user_030,Executive,Unknown,payroll,7,1,1,1,11,1
2024-01-07 07:50:00,user_020,HR,Chicago,database,1,0,0,1,8,0
2024-01-07 09:18:00,user_025,IT,Chicago,file_share,0,0,0,0,88,0
2024-01-07 10:06:00,user_004,Engineering,New York,file_share,1,0,0,0,26,0
2024-01-07 10:07:00,user_009,Engineering,Chicago,hr_system,1,0,0,0,68,0
2024-01-07 12:23:00,user_015,Sales,New York,database,1,0,0,1,71,0
2024-01-07 12:59:00,user_033,Engineering,New York,vpn,1,0,0,1,11,0
2024-01-07 13:41:00,user_022,HR,New York,payroll,1,0,0,0,17,0
2024-01-07 14:27:00,user_022,Executive,Remote,email,0,0,0,1,112,0
2024-01-07 16:11:00,user_041,Engineering,Remote,email,0,0,0,1,17,0
2024-01-07 17:08:00,user_004,Sales,Chicago,hr_system,1,0,0,1,42,0
2024-01-08 00:08:00,user_011,Sales,London,payroll,10,0,0,1,2,1
2024-01-08 02:41:00,user_040,Executive,Unknown,payroll,10,1,0,1,29,1
2024-01-08 08:02:00,user_045,Sales,Chicago,database,1,0,0,0,34,0
2024-01-08 09:37:00,user_007,Executive,Chicago,admin_panel,0,0,0,0,48,0
2024-01-08 09:46:00,user_005,Executive,New York,vpn,1,0,0,1,117,0
2024-01-08 11:31:00,user_034,HR,Chicago,file_share,1,0,0,0,23,0
2024-01-08 12:03:00,user_038,Sales,Remote,file_share,1,0,0,0,21,0
2024-01-08 13:45:00,user_014,Executive,Remote,email,0,0,0,0,46,0
2024-01-08 14:44:00,user_017,HR,Chicago,database,1,0,0,0,87,0
2024-01-08 15:40:00,user_047,IT,Remote,email,0,0,0,1,103,0
2024-01-08 16:02:00,user_042,Sales,New York,vpn,1,0,0,0,10,0
2024-01-08 16:14:00,user_033,HR,New York,email,1,0,0,1,12,0
2024-01-08 16:40:00,user_042,HR,Remote,vpn,1,0,0,1,118,0
2024-01-08 17:32:00,user_002,Sales,Remote,hr_system,1,0,0,0,74,0
2024-01-08 19:10:00,user_010,Executive,New York,file_share,0,0,0,1,31,0
2024-01-08 23:08:00,user_030,HR,London,database,6,1,1,1,22,1
2024-01-09 02:36:00,user_030,Finance,London,admin_panel,6,0,0,1,26,1
2024-01-09 08:03:00,user_039,IT,Remote,admin_panel,0,0,0,1,45,0
2024-01-09 08:39:00,user_008,IT,New York,vpn,0,0,0,1,22,0
2024-01-09 11:25:00,user_048,Sales,Remote,vpn,1,0,0,0,85,0
2024-01-09 12:30:00,user_021,IT,New York,email,1,0,0,0,86,0
2024-01-09 13:30:00,user_046,Executive,Chicago,hr_system,0,0,0,1,60,0
2024-01-09 16:08:00,user_009,IT,Remote,admin_panel,0,0,0,0,97,0
2024-01-09 16:17:00,user_020,HR,Chicago,database,0,0,0,1,87,0
2024-01-09 16:50:00,user_050,HR,Chicago,database,0,0,0,0,24,0
2024-01-09 17:37:00,user_009,HR,Chicago,database,1,0,0,1,94,0
2024-01-09 23:59:00,user_039,HR,Unknown,payroll,6,1,1,0,19,1
2024-01-10 00:24:00,user_050,Executive,London,payroll,10,0,0,1,9,1
2024-01-10 08:16:00,user_016,HR,Chicago,admin_panel,0,0,0,1,21,0
2024-01-10 09:02:00,user_030,HR,Remote,admin_panel,0,0,0,1,68,0
2024-01-10 09:51:00,user_017,Engineering,New York,database,1,0,0,0,14,0
2024-01-10 09:59:00,user_001,Engineering,Chicago,admin_panel,0,0,0,1,33,0
2024-01-10 10:41:00,user_009,HR,New York,vpn,1,0,0,0,97,0
2024-01-10 10:46:00,user_021,IT,Remote,hr_system,0,0,0,1,54,0
2024-01-10 11:05:00,user_023,Executive,Chicago,payroll,0,0,0,1,54,0
2024-01-10 12:06:00,user_029,Finance,Remote,vpn,0,0,0,1,6,0
2024-01-10 12:23:00,user_047,Sales,Chicago,email,0,0,0,0,82,0
2024-01-10 13:56:00,user_024,HR,Remote,database,0,0,0,0,54,0
2024-01-10 15:20:00,user_005,IT,Chicago,vpn,0,0,0,1,89,0
2024-01-10 16:16:00,user_035,IT,New York,file_share,0,0,0,0,81,0
2024-01-10 23:32:00,user_014,Executive,London,admin_panel,7,0,0,0,12,1
2024-01-10 23:41:00,user_047,Sales,Unknown,admin_panel,8,1,0,0,20,1
2024-01-11 03:45:00,user_007,Finance,London,payroll,9,1,0,0,13,1
2024-01-11 07:21:00,user_035,Engineering,New York,email,1,0,0,1,20,0
2024-01-11 07:51:00,user_033,Finance,Remote,database,1,0,0,0,7,0
2024-01-11 08:25:00,user_025,Finance,Remote,database,1,0,0,1,7,0
2024-01-11 13:02:00,user_028,Sales,New York,database,0,0,0,1,98,0
2024-01-11 14:18:00,user_033,Executive,Chicago,admin_panel,0,0,0,0,116,0
2024-01-11 15:39:00,user_032,IT,New York,vpn,1,0,0,1,53,0
2024-01-11 15:43:00,user_019,Engineering,Chicago,hr_system,1,0,0,0,73,0
2024-01-11 15:53:00,user_032,HR,Remote,hr_system,0,0,0,0,16,0
2024-01-11 15:58:00,user_028,HR,Remote,payroll,0,0,0,0,32,0
2024-01-11 16:20:00,user_008,Finance,Remote,database,1,0,0,0,12,0
2024-01-11 16:31:00,user_017,Engineering,Remote,vpn,0,0,0,1,114,0
2024-01-11 19:41:00,user_048,HR,New York,hr_system,0,0,0,0,36,0
2024-01-11 19:41:00,user_002,Sales,New York,hr_system,0,0,0,1,40,0
2024-01-11 19:46:00,user_034,Sales,Remote,vpn,1,0,0,1,97,0
2024-01-11 22:52:00,user_033,IT,London,payroll,8,0,0,1,14,1
2024-01-12 01:47:00,user_005,IT,London,payroll,3,0,1,1,28,1
2024-01-12 07:15:00,user_031,Sales,New York,hr_system,1,0,0,0,78,0
2024-01-12 08:57:00,user_019,Sales,Chicago,email,1,0,0,0,27,0
2024-01-12 09:01:00,user_049,HR,New York,payroll,0,0,0,0,65,0
2024-01-12 09:02:00,user_024,Executive,New York,database,0,0,0,1,102,0
2024-01-12 11:32:00,user_011,HR,New York,vpn,1,0,0,0,60,0
2024-01-12 11:56:00,user_024,Sales,New York,hr_system,0,0,0,0,11,0
2024-01-12 12:33:00,user_027,Executive,Remote,admin_panel,1,0,0,0,11,0
2024-01-12 12:34:00,user_040,Engineering,Chicago,vpn,1,0,0,1,99,0
2024-01-12 15:45:00,user_046,HR,New York,hr_system,1,0,0,0,49,0
2024-01-12 16:57:00,user_003,Engineering,Chicago,vpn,0,0,0,0,103,0
2024-01-12 18:28:00,user_025,Finance,Remote,payroll,0,0,0,1,51,0
2024-01-12 19:13:00,user_008,Sales,Remote,vpn,1,0,0,0,47,0
2024-01-13 07:17:00,user_040,Sales,New York,vpn,0,0,0,0,115,0
2024-01-13 10:12:00,user_042,Engineering,Chicago,payroll,1,0,0,1,68,0
2024-01-13 10:17:00,user_041,Finance,Remote,vpn,1,0,0,1,42,0
2024-01-13 11:27:00,user_043,Executive,New York,admin_panel,1,0,0,1,5,0
2024-01-13 11:36:00,user_009,HR,New York,database,1,0,0,0,10,0
2024-01-13 12:17:00,user_032,IT,Chicago,file_share,0,0,0,0,75,0
2024-01-13 12:55:00,user_035,IT,Remote,vpn,1,0,0,1,39,0
2024-01-13 16:06:00,user_034,Sales,Chicago,database,1,0,0,0,45,0
2024-01-13 17:20:00,user_020,Executive,Remote,database,0,0,0,0,11,0
2024-01-13 17:40:00,user_047,Sales,Remote,payroll,1,0,0,1,10,0
2024-01-13 17:48:00,user_036,Sales,Chicago,payroll,1,0,0,0,17,0
2024-01-13 19:07:00,user_020,Executive,Remote,email,0,0,0,1,80,0
2024-01-14 07:39:00,user_037,Sales,Chicago,vpn,1,0,0,1,80,0
2024-01-14 17:14:00,user_040,Finance,New York,email,0,0,0,0,57,0
2024-01-14 17:28:00,user_004,HR,Remote,payroll,1,0,0,0,39,0
2024-01-14 17:38:00,user_024,Engineering,Chicago,payroll,1,0,0,1,13,0
2024-01-14 22:30:00,user_004,Finance,London,payroll,3,1,0,1,23,1
2024-01-15 03:04:00,user_015,Executive,London,payroll,9,1,0,1,7,1
2024-01-15 07:06:00,user_046,HR,Remote,database,1,0,0,1,40,0
2024-01-15 07:36:00,user_010,Executive,New York,email,1,0,0,1,103,0
2024-01-15 14:36:00,user_033,IT,Chicago,vpn,1,0,0,1,91,0
2024-01-15 15:20:00,user_016,HR,Remote,vpn,0,0,0,0,92,0
2024-01-15 15:32:00,user_001,Finance,Chicago,database,0,0,0,1,22,0
2024-01-15 16:41:00,user_006,Sales,Chicago,file_share,0,0,0,0,94,0
2024-01-15 17:20:00,user_030,Executive,Remote,database,0,0,0,0,110,0
2024-01-15 23:40:00,user_045,Executive,London,admin_panel,7,0,1,1,7,1
2024-01-16 00:17:00,user_008,Finance,Unknown,database,9,1,0,1,1,1
2024-01-16 02:36:00,user_029,Engineering,London,database,6,1,0,1,22,1
2024-01-16 03:43:00,user_045,IT,Unknown,database,4,1,0,1,7,1
2024-01-16 07:05:00,user_021,Engineering,New York,hr_system,0,0,0,0,23,0
2024-01-16 07:22:00,user_016,Finance,Chicago,vpn,1,0,0,1,108,0
2024-01-16 08:31:00,user_016,Executive,New York,hr_system,0,0,0,0,6,0
2024-01-16 08:35:00,user_025,Executive,Remote,file_share,0,0,0,0,47,0
2024-01-16 09:53:00,user_018,Finance,Chicago,hr_system,1,0,0,1,31,0
2024-01-16 10:45:00,user_032,Sales,Remote,hr_system,1,0,0,0,59,0
2024-01-16 17:10:00,user_010,IT,New York,file_share,1,0,0,1,28,0
2024-01-16 17:36:00,user_007,Executive,Chicago,vpn,0,0,0,0,19,0
2024-01-16 17:42:00,user_007,Sales,Chicago,file_share,1,0,0,0,32,0
2024-01-16 18:36:00,user_023,Finance,Chicago,vpn,0,0,0,1,22,0
2024-01-17 02:02:00,user_013,Executive,Unknown,database,4,1,1,1,4,1
2024-01-17 07:15:00,user_045,IT,New York,vpn,0,0,0,1,27,0
2024-01-17 08:52:00,user_031,Finance,New York,file_share,1,0,0,1,67,0
2024-01-17 09:44:00,user_047,Executive,Chicago,payroll,1,0,0,0,65,0
2024-01-17 10:00:00,user_027,Finance,Chicago,database,1,0,0,0,114,0
2024-01-17 11:33:00,user_008,IT,Chicago,payroll,1,0,0,1,96,0
2024-01-17 13:20:00,user_016,Executive,Chicago,payroll,1,0,0,0,113,0
2024-01-17 14:24:00,user_038,Sales,New York,database,0,0,0,1,31,0
2024-01-17 17:06:00,user_048,Engineering,Chicago,database,0,0,0,0,7,0
2024-01-17 17:44:00,user_039,IT,Remote,database,0,0,0,1,96,0
2024-01-18 03:46:00,user_042,Sales,London,admin_panel,6,1,1,1,28,1
2024-01-18 07:27:00,user_013,IT,Remote,payroll,0,0,0,1,76,0
2024-01-18 08:38:00,user_034,Sales,New York,payroll,0,0,0,0,56,0
2024-01-18 09:28:00,user_037,Sales,Chicago,payroll,1,0,0,1,61,0
2024-01-18 09:33:00,user_037,IT,Remote,file_share,0,0,0,0,58,0
2024-01-18 09:33:00,user_028,Finance,New York,admin_panel,1,0,0,0,116,0
2024-01-18 11:42:00,user_049,Sales,Chicago,hr_system,0,0,0,1,17,0
2024-01-18 12:27:00,user_003,IT,Remote,payroll,0,0,0,1,84,0
2024-01-18 15:09:00,user_036,Sales,New York,vpn,0,0,0,1,70,0
2024-01-18 15:36:00,user_023,Sales,Remote,database,0,0,0,0,109,0
2024-01-18 16:12:00,user_006,Executive,Remote,payroll,1,0,0,0,89,0
2024-01-18 16:45:00,user_034,Finance,New York,email,0,0,0,0,120,0
2024-01-18 17:00:00,user_022,Finance,Chicago,database,0,0,0,0,57,0
2024-01-18 17:30:00,user_050,HR,New York,hr_system,1,0,0,1,7,0
2024-01-18 17:58:00,user_045,Finance,New York,file_share,1,0,0,0,68,0
2024-01-19 01:31:00,user_049,Finance,London,payroll,3,0,0,0,12,1
2024-01-19 07:05:00,user_005,Finance,New York,admin_panel,1,0,0,0,27,0
2024-01-19 08:09:00,user_011,Engineering,Remote,database,0,0,0,1,36,0
2024-01-19 09:28:00,user_031,Sales,Remote,payroll,0,0,0,0,42,0
2024-01-19 11:38:00,user_024,HR,New York,email,0,0,0,0,116,0
2024-01-19 17:44:00,user_016,Finance,Chicago,email,1,0,0,1,120,0
2024-01-19 19:24:00,user_041,HR,Remote,vpn,1,0,0,1,81,0
2024-01-19 22:25:00,user_036,IT,London,database,5,1,0,1,15,1
2024-01-20 10:22:00,user_022,Sales,Remote,admin_panel,1,0,0,1,69,0
2024-01-20 10:54:00,user_024,Engineering,Chicago,hr_system,0,0,0,0,22,0
2024-01-20 11:51:00,user_019,IT,Chicago,admin_panel,1,0,0,0,115,0
2024-01-20 13:03:00,user_015,Engineering,New York,admin_panel,0,0,0,1,73,0
2024-01-20 13:10:00,user_002,IT,New York,file_share,0,0,0,0,48,0
2024-01-20 13:29:00,user_036,Sales,Remote,hr_system,0,0,0,0,109,0
2024-01-20 14:49:00,user_049,Finance,Remote,database,1,0,0,1,81,0
2024-01-20 15:02:00,user_047,Finance,Remote,hr_system,0,0,0,0,102,0
2024-01-21 02:09:00,user_038,Sales,Unknown,admin_panel,5,1,1,1,5,1
2024-01-21 09:11:00,user_016,Sales,Remote,payroll,0,0,0,1,84,0
2024-01-21 10:03:00,user_006,IT,New York,admin_panel,0,0,0,1,46,0
2024-01-21 10:46:00,user_041,Finance,Remote,database,1,0,0,1,106,0
2024-01-21 11:53:00,user_021,Engineering,Chicago,payroll,1,0,0,1,7,0
2024-01-21 14:33:00,user_006,Executive,Remote,payroll,1,0,0,0,36,0
2024-01-21 17:52:00,user_026,Finance,Remote,vpn,1,0,0,0,16,0
2024-01-21 18:27:00,user_032,Sales,Chicago,payroll,0,0,0,1,82,0
2024-01-21 18:37:00,user_008,Executive,Remote,admin_panel,1,0,0,0,117,0
2024-01-22 00:37:00,user_037,Finance,London,database,4,0,0,0,26,1
2024-01-22 08:05:00,user_021,HR,New York,hr_system,1,0,0,0,60,0
2024-01-22 08:18:00,user_027,Sales,New York,payroll,0,0,0,1,20,0
2024-01-22 09:38:00,user_038,HR,Chicago,hr_system,1,0,0,1,76,0
2024-01-22 09:48:00,user_025,HR,Chicago,database,0,0,0,1,61,0
2024-01-22 10:11:00,user_003,HR,Remote,email,1,0,0,0,21,0
2024-01-22 10:44:00,user_024,IT,Chicago,payroll,1,0,0,1,117,0
2024-01-22 11:31:00,user_004,HR,Remote,database,0,0,0,0,69,0
2024-01-22 11:52:00,user_032,HR,Chicago,database,1,0,0,0,40,0
2024-01-22 13:24:00,user_006,HR,Chicago,email,1,0,0,0,78,0
2024-01-22 14:47:00,user_015,Sales,Chicago,hr_system,1,0,0,0,69,0
2024-01-22 16:24:00,user_040,HR,New York,database,1,0,0,0,15,0
2024-01-22 16:36:00,user_009,IT,Remote,payroll,1,0,0,1,33,0
2024-01-22 16:37:00,user_008,Engineering,Remote,vpn,1,0,0,0,45,0
2024-01-22 17:39:00,user_013,Executive,Chicago,file_share,1,0,0,1,61,0
2024-01-22 18:04:00,user_021,IT,Chicago,payroll,0,0,0,1,102,0
2024-01-22 18:10:00,user_026,Sales,Chicago,email,0,0,0,1,113,0
2024-01-22 18:17:00,user_043,IT,New York,payroll,0,0,0,0,61,0
2024-01-22 19:18:00,user_021,Engineering,New York,email,1,0,0,1,76,0
2024-01-22 19:40:00,user_031,Executive,Chicago,file_share,0,0,0,0,76,0
2024-01-23 01:02:00,user_031,Engineering,Unknown,database,9,0,0,1,23,1
2024-01-23 08:01:00,user_006,Engineering,Remote,database,1,0,0,1,75,0
2024-01-23 09:31:00,user_010,Sales,Remote,database,0,0,0,1,111,0
2024-01-23 09:40:00,user_010,IT,New York,file_share,1,0,0,1,62,0
2024-01-23 10:10:00,user_004,Finance,New York,file_share,1,0,0,0,97,0
2024-01-23 11:40:00,user_030,HR,Chicago,database,0,0,0,1,57,0
2024-01-23 12:27:00,user_044,Engineering,Remote,database,1,0,0,1,118,0
2024-01-23 15:52:00,user_004,Executive,Chicago,hr_system,0,0,0,0,62,0
2024-01-23 16:38:00,user_011,Engineering,Remote,admin_panel,0,0,0,0,31,0
2024-01-23 17:03:00,user_031,Finance,Chicago,file_share,1,0,0,0,73,0
2024-01-23 18:28:00,user_032,Finance,New York,admin_panel,0,0,0,1,90,0
2024-01-23 23:40:00,user_012,Engineering,Unknown,admin_panel,6,0,0,1,24,1
2024-01-24 11:31:00,user_022,HR,Chicago,vpn,1,0,0,0,38,0
2024-01-24 14:21:00,user_049,Executive,Remote,hr_system,0,0,0,1,48,0
2024-01-24 14:42:00,user_002,IT,Chicago,admin_panel,1,0,0,0,112,0
2024-01-24 14:56:00,user_037,IT,Remote,hr_system,1,0,0,0,81,0
2024-01-24 14:57:00,user_006,IT,New York,database,1,0,0,0,11,0
2024-01-24 16:08:00,user_013,Executive,Remote,email,1,0,0,1,17,0
2024-01-24 18:15:00,user_050,IT,Remote,email,0,0,0,0,78,0
2024-01-24 23:00:00,user_042,HR,Unknown,admin_panel,9,0,0,1,7,1
2024-01-25 02:35:00,user_043,Executive,London,admin_panel,10,0,1,0,20,1
2024-01-25 07:47:00,user_023,Engineering,Remote,hr_system,0,0,0,0,90,0
2024-01-25 10:29:00,user_050,Engineering,Chicago,vpn,0,0,0,0,65,0
2024-01-25 11:07:00,user_007,HR,Chicago,file_share,1,0,0,0,92,0
2024-01-25 12:28:00,user_026,HR,Remote,hr_system,0,0,0,1,7,0
2024-01-25 13:26:00,user_029,Engineering,Chicago,payroll,1,0,0,1,59,0
2024-01-25 18:15:00,user_014,Executive,Chicago,payroll,1,0,0,1,21,0
2024-01-26 07:27:00,user_033,IT,Remote,hr_system,1,0,0,1,29,0
2024-01-26 08:49:00,user_011,Finance,Remote,hr_system,0,0,0,1,109,0
2024-01-26 12:10:00,user_035,Finance,Remote,database,0,0,0,0,86,0
2024-01-26 12:43:00,user_026,IT,Chicago,payroll,0,0,0,1,107,0
2024-01-26 14:13:00,user_031,Finance,Remote,admin_panel,1,0,0,0,54,0
2024-01-26 16:47:00,user_020,Engineering,Chicago,database,0,0,0,0,85,0
2024-01-26 17:58:00,user_001,HR,Chicago,hr_system,0,0,0,1,79,0
2024-01-26 18:27:00,user_050,Engineering,Remote,admin_panel,1,0,0,0,94,0
2024-01-26 22:45:00,user_007,Executive,London,admin_panel,9,0,0,0,6,1
2024-01-26 23:13:00,user_049,Finance,London,admin_panel,8,0,0,1,11,1
2024-01-26 23:48:00,user_018,IT,Unknown,database,10,1,1,0,4,1
2024-01-27 01:47:00,user_041,Executive,London,admin_panel,6,0,0,1,14,1
2024-01-27 03:28:00,user_046,IT,Unknown,payroll,3,1,0,1,3,1
2024-01-27 07:28:00,user_037,HR,Remote,admin_panel,0,0,0,1,96,0
2024-01-27 08:29:00,user_026,Sales,Remote,database,0,0,0,0,20,0
2024-01-27 11:06:00,user_025,HR,Remote,admin_panel,0,0,0,0,51,0
2024-01-27 11:36:00,user_038,Executive,New York,file_share,0,0,0,0,107,0
2024-01-27 12:39:00,user_004,Executive,Chicago,admin_panel,0,0,0,0,33,0
2024-01-27 13:33:00,user_036,HR,New York,admin_panel,1,0,0,0,112,0
2024-01-27 17:16:00,user_018,IT,New York,admin_panel,0,0,0,1,65,0
2024-01-27 19:33:00,user_047,IT,New York,payroll,0,0,0,1,106,0
2024-01-28 08:39:00,user_031,HR,Remote,payroll,0,0,0,0,114,0
2024-01-28 09:34:00,user_039,HR,New York,vpn,1,0,0,0,32,0
2024-01-28 09:49:00,user_017,Finance,New York,payroll,1,0,0,0,15,0
2024-01-28 10:17:00,user_027,Engineering,Remote,vpn,0,0,0,0,35,0
2024-01-28 10:49:00,user_029,Executive,Remote,payroll,0,0,0,0,32,0
2024-01-28 11:50:00,user_001,Finance,Remote,email,1,0,0,0,11,0
2024-01-28 13:43:00,user_042,IT,Chicago,payroll,1,0,0,1,96,0
2024-01-28 16:04:00,user_012,HR,New York,admin_panel,0,0,0,0,68,0
2024-01-28 16:38:00,user_048,HR,New York,email,1,0,0,1,41,0
2024-01-28 18:21:00,user_008,Engineering,New York,admin_panel,0,0,0,1,10,0
2024-01-28 18:26:00,user_049,Executive,New York,payroll,0,0,0,0,32,0
2024-01-28 19:14:00,user_018,Sales,Remote,payroll,0,0,0,1,35,0
2024-01-28 19:44:00,user_027,Executive,New York,file_share,0,0,0,1,116,0
2024-01-28 22:37:00,user_034,IT,London,database,8,0,1,1,15,1
2024-01-29 00:13:00,user_037,IT,Unknown,admin_panel,7,0,0,1,22,1
2024-01-29 08:14:00,user_041,HR,Remote,admin_panel,1,0,0,1,58,0
2024-01-29 08:34:00,user_028,Sales,New York,email,1,0,0,1,13,0
2024-01-29 09:57:00,user_035,IT,New York,file_share,1,0,0,0,61,0
2024-01-29 10:11:00,user_002,Executive,Remote,database,1,0,0,0,54,0
2024-01-29 12:44:00,user_019,Sales,Remote,vpn,1,0,0,1,120,0
2024-01-29 13:41:00,user_012,IT,New York,payroll,0,0,0,1,31,0
2024-01-29 14:10:00,user_019,Executive,Chicago,hr_system,0,0,0,0,18,0
2024-01-29 14:48:00,user_046,Engineering,New York,file_share,1,0,0,1,89,0
2024-01-29 15:49:00,user_022,Executive,New York,database,0,0,0,0,107,0
2024-01-29 17:15:00,user_039,Engineering,New York,hr_system,0,0,0,0,19,0
2024-01-29 18:23:00,user_035,IT,New York,database,1,0,0,1,93,0
2024-01-29 19:40:00,user_029,Sales,New York,database,0,0,0,1,21,0
2024-01-30 03:32:00,user_048,Sales,Unknown,admin_panel,3,1,1,1,19,1
2024-01-30 07:59:00,user_033,HR,New York,admin_panel,1,0,0,0,65,0
2024-01-30 09:16:00,user_030,HR,Remote,database,1,0,0,1,10,0
2024-01-30 09:16:00,user_042,Executive,Remote,file_share,0,0,0,0,100,0
2024-01-30 10:17:00,user_006,Finance,Remote,vpn,0,0,0,1,94,0
2024-01-30 10:30:00,user_035,IT,Chicago,payroll,0,0,0,1,15,0
2024-01-30 10:53:00,user_011,IT,Remote,admin_panel,0,0,0,1,20,0
2024-01-30 13:58:00,user_042,Sales,New York,email,1,0,0,1,37,0
2024-01-30 14:42:00,user_013,Sales,New York,vpn,0,0,0,0,64,0
2024-01-30 15:24:00,user_003,Engineering,New York,vpn,1,0,0,0,114,0
2024-01-30 15:57:00,user_019,Engineering,Remote,email,1,0,0,0,108,0
2024-01-30 16:16:00,user_012,Engineering,Chicago,email,0,0,0,0,113,0
2024-01-30 16:36:00,user_012,Executive,Remote,hr_system,1,0,0,1,108,0
2024-01-30 16:45:00,user_002,HR,Chicago,database,1,0,0,0,119,0
2024-01-30 18:28:00,user_030,Sales,Remote,admin_panel,1,0,0,0,102,0
